id;label;text
40;NEG;Ya he pedido cuatro y no hay Forma de que me manden la talla 3XL (pone 2XL-3XL pero siempre me mandan 2XL justita y si pido 4XL me va grande ya voy a desistir y devolverlas todas) es una lástima pues me gusta esta chaqueta otra vez sera
41;POS;Mucha más calidad que la que se me rajó de una conocida tienda casi con mirarla. Esta chaqueta es una gozada. Las cremalleras se notan también muy buenas. Estoy súper, súper contento con ella.
42;POS;Cómoda incluso para entretiempo .Fiel a las fotos. He pedido talla L ,una superior a la mía y está ajustada. Quizás un poco de más en la cintura , pero cómoda.
43;POS;Una cazadora que queda como un guante, abstenerse los hombre con barriga pronunciada ya que queda muy ajustada al cuerpo
44;POS;Queda muy bien y por el precio que tiene (me costó 38€ de oferta) no se puede pedir mas.
45;NEU;Buen tacto y buena talla pero le bajo dos estrellas porque en poco tiempo empieza a despellejarse por cuello y mangas
46;NEG;Me enviaron la talla mal etiquetada y la devolví. Hace casi un mes y no me han devuelto el dinero
47;NEU;Me gusta lo único q la talla vino pequeña y me queda justa.necesitaria una talla más,pero no se cómo hacerlo para cambiarla
48;POS;Buen precio ( 38 € ) Pedir una talla más, si la quieres llevar cerrada, mangas largas y anchas.
49;NEU;Me ha gustado, la talla m un poco pequeña y no había L para cambiarla. Una pena...
50;NEU;Muy bonita pero la piel sintética no dura más de 2 años. Me encanta el diseño y por eso la vuelvo a comprar, además es "barata" con respecto a otras de más calidad. Pero hay que saber que a los 2-3 años la piel se desmenuza y queda inservible
51;POS;Mejor de lo que esperaba...... impresionante.
52;POS;Rebajado de la tienda.
53;POS;Ok.
54;POS;Buena presencia del producto pero cuidado con las tallas son pequeñas en cuanto al estándar europeo,así que puede ser que tengas que pedir 1 o 2 tallas más según tu masa corporal
55;POS;Buen ajuste y comodo
56;POS;Queda muy bien
57;NEU;El material es bueno, la talla es correcta, pero está mal cosida un lado de la espalda.
58;POS;Muy buena calidad para el precio, l marca j&j no decepciona .
59;POS;Me ha gustado mucho, muy moderna a la vez que elegante. No puedo darle 5 estrellas porque el resumen y la foto llevan a engaño, no es de cuero o mejor dicho, de imitación a cuero. Es como de terciopelo, a mi me ha encantado pero es mucho más delicada. Por otra parte, el tallaje es como pasa últimamente con toda la ropa moderna, para los que somos ya cuarentones con tripa no nos cierra a pesar de ser xxl…
60;POS;funciona perfectamente, todo bien
61;POS;Se ve de buena calidad
62;POS;LA CHAQUETA ES UNA MARAVILLA. PARECE CUERO DE VERDAD. Y LA CALIDAD EXTRAORDINARIA. SI YA COMPRAS JACK AND JONES SABES DE LO QUE HABLO. LA TALLA ES EL TEMA QUE TE ECHARA PARA ATRAS LEYENDO OTROS COMENTARIOS. PUES VERAS, ES LA TALLA HABITUAL PERO ES MUY CEÑIDA. VAMOS QUE ES TU TALLA PERO EN SLIM FIT, QUE QUIERE DECIR? QUE SI LA VAS A LLEVAR CON UNA CAMISETA FINA DEBAJO, COMPRA TU TALLA, SI QUIERES METERLE UN JERSEY O ALGO MAS GORDO, O SIMPLEMENTE NO TENER ESA SENSACION DE ME QUEDA BIEN PERO APRIETA ALGO, AUNQUE NO SE NOTE DESDE FUERA, COGE UNA TALLA MAS. JACK AND JONES ES UNA MARCA PARA SABER TU TALLA, PERO HAY ALGUNA COSA, MUY POCAS, QUE ES MAS ENTALLADA, ESTA ES UNA DE ELLAS. ESPERO HABERTE AYUDADO Y QUE PUEDAS ESCOGER BIEN COMO LO HICE YO. SI LA OPINION HA SIDO UTIL! DALE A ÚLTIL PORFA! GRACIAS
63;POS;Parece de buena calidad, espero que le dure mucho a mi marido, ha sido un regalo para él.
64;POS;Parece cuero
65;POS;Es muy bonita, y su tacto es muy suave. Buena calidad en cremalleras.
66;POS;La mejor relación calidad precio que he visto en muchos años.
67;POS;Llegó rápido, como todo envío de Amazon. Tuve un poco de miedo porque había visto algunas reseñas de que el Talle ni sé correspondía tan bien. Sin embargo, el Talle M que solicité es correcto con mí estatura y peso (1.74cm y 72K). Queda tallada al cuerpo. Y cierra bien incluso con una sudadera puesta, un poco justa. Pero con una camiseta va perfecta. Si pesaría 1 o 2 kilos menos, sería el ideal. A la gente que le gusta ajustada al cuerpo, que pida el talle que es que va correcto. A la gente que le gusta que quede un poco holgada, que pida un talle más. Aunque el tipo y estilo de la tela es para usarla apretada al cuerpo. La calidad de los materiales es "Correcta" ni más ni menos. Espero mí reseña sirva para futuros compradores.
68;NEU;La chaqueta está muy chula, pero las mangas son muy estrechas, le podían haber puesto algún botón o cremallera para la comodidad de quitar y poner
69;POS;La chaqueta es tipo ajustada, la talla M me queda perfecta con una camisa o camiseta, yo mido 1,75 peso 75 kilos y no voy al gimnasio, lo digo por si tienes músculos en la espalda y brazos no se si te quedará bien aunque compres una talla más, es una chaqueta para personas que no van al gimnasio, es mi opinión, imita muy bien al cuero, para los veganos perfecta, para los demás también, aunque no es cuero claro está, es una chaqueta de entretiempo, no se si cuando el sol caliente la chaqueta me asaré al ser un material sintético, creo que si, el diseño es muy bonito, por el precio que he pagado no puedo pedir más, ¿si costase 60 euros me la compraría?, pues creo que si pero no me hubiese decidido tan rápido ya que tengo muchas chaquetas, la recomiendo sin duda.
70;POS;Cómoda y vacilona. Como es fina te pones una sudadera debajo y vas agustito. Me queda clavada.
71;POS;A mi parienta le mola, porque la verdad es que la chupa farda y a buen precio
72;NEU;Bueno la cazadora es preciosa, lo malo es la talla, yo tengo una M y estuve leyendo que venían pequeñas y pedí la L, me está más o menos bien, entallada eso sí y muy justa de pecho de mangas perfectas, comes para llevarla con algo ligero debajo me vale, pero la verdad muy justa. Edito: al final devolví la L demasiado justa para mi gusto, he pedido la XL y está si me está bien, olgada como a mí me gustan.
73;NEU;Es muy bonita y la calidad muy buena, pero tiene un gran problema. Yo siempre uso la talla L y está chaqueta parece una S. Corta y estrecha de todo, hasta de manga.
74;NEG;Es una pena que pida la devolución
75;NEU;Estéticamente da el pego pues al ser polipiel granulada parece piel de verdad hasta que la tocas. Entonces te das cuenta que el tacto no es muy agradable, más bien duro, es decir plástico de cierta calidad pero plástico.
76;POS;La cazadora perfecta para mi marido motero. Viste muy bien, es suave y para nada rígida. Tiene años y solo ahora el tejido está empezando a hacer grietas en la parte del cuello.
77;NEU;Me ha gustado, pero viene justa. Y como no hay talla l disponible la he devuelto y he pedido otra, la beig. A ver como viene
78;POS;Llevo confiando muchos años en esta marca por varias razones. El tallaje en mi caso me queda perfecto, entonces ya se que talla pedir si lo compro on line y no andar con sustos o llevandolo a arreglar. También suelen tener un estilo que a mi por lo menos me suele gustar, por lo que suelo estar atento a las ofertas y cuando veo una que me cuadra, como en este caso, pues la compro. La cazadora en si, es buena. El material es plastico pero super fino y no deja marcas. En el interior lleva una tela que aporta la calidez necesaria. La cremallera y los botones, etc son buenos (parece que no pero me fijo también en eso). Por ahora ninguna sorpresa rara. Solo una buena prenda a un buen precio, tal y como esperaba.
79;POS;Quizás la bocamanga muy ajustada a las muñecas, pero nada que se sea un problema.
80;POS;Producto me parece excelente, tal cual lo que ves en las fotos y descripciones. Calidad precio correcta. Ha llegado bien nuevo y sin desperfectos. Mido 1.78 y peso 79kg. Pedí la M y tuve que cambiar a L. La M me ha quedado un poco justa y para mi gusto le faltaba un poco mas de largo en cintura y mangas. La L me ha quedado perfecta. Si es cierto que entreno y quizás pueda tener la espalda un poco mas ancha. El cambio de talla fué rápido. Muy contento con todo.
81;POS;La chaqueta me llegó ayer y estoy muy contento. Normalmente uso la talla M para las camisetas, pero cuando pedí esta chaqueta y después de haber visto los comentarios, decidí decantarme por la talla L y creo que hice bien. Me queda como un guante. No sé cómo me habría quedado la talla M, pero con chaquetas prefiero pedir siempre una talla algo mayor y en este caso acerté de pleno. Y bueno, como decía, la chaqueta es muy bonita. Además en la página de Jack and Jones está por 60 euros y aquí la conseguí por 28 (33 menos el descuento de 5 euros de Amazon), así que no podría estar más contento. Compra totalmente recomendable.
82;NEG;Sinceramente los acabados y la sensación de "plástico" es mayor de la que me esparaba, esta bien y me la he quedado porque me apetecía tener una pero de haberla visto directamente creo que no la hubiera comprado sinceramente
83;POS;Le queda muy bien
84;POS;Es perfecta relación calidad precio. Bien tejido y bonito diseño. La talla es muy justa
85;POS;No es nada tiesa,buen material ,queda preciosa,se le ve buena mi hijo pesa 60 y mide 165 y la M le queda perfecta
86;POS;Regalamos a mi pareja está cazadora y fue un acierto. Es más bonita que en las fotos. Queda genial de hombros, mangas larguitas y un estilo motero muy chulo, sienta muy bien.
87;POS;Mido 1,76 y peso 75 Kg, cogí la talla L y me queda bien. Es entallada, estrecha, debe quedar pegada al cuerpo y así es como me queda. Si quieres más holgura, pide una talla más que la tuya. La cazadora talla bien. Es muy bonita, muy chula. El material es muy bueno, parece cuero, con suficiente grosor. Está forrada pero no es para el invierno. Si la quieres para el invierno y meter un jersey dentro, pide una talla más, si no, irás incómodo. Merece la pena por ese precio (42€).
88;NEG;Me ha durado sólo 2 inviernos. La polipiel del cuello se despedaza por el roce. Ni la costurera se atreve a coserme nada encima porque se le va rompiendo la polipiel allá por donde cose. Para tirar!!!
89;POS;Está bien, no huele a la típica imitación de plástico, bonita. Lo único que tiene un corte bastante justo, tened en cuenta.
90;NEU;La chaqueta está muy bien pero el cuero es de color negro opaco no brilloso como se ve en la imagen
91;POS;Obviamente por el precio no es cuero, pero el material se ve bueno. Me quedó un poquito largo de mangas, pero ninguna persona es igual a otra, y son medidas standard remediables a bajo precio. La me gusta la confección, es presentable, llegó bien empacado y rápido.
92;NEG;Pedí esta chaqueta y me vino usada, con arañazos y un peste a sudor que me dieron arcadas. La descambie y la volví a pedir y todo bien de segundas. De talla me está perfecta la L, mido 180 y peso 79 kg. Espero que os sirva, y sobre todo espero que Amazon no vuelva a hacer a nadie la guarrería que hizo en mi primer pedido, sentí vergüenza ajena. Un saludo.
93;POS;La vi en la tienda y su precio era (y es) de 60€. Me la probé y me gustó. Dije la compro otro día. Mi sorpresa fue cuando la vi aquí a 35€. La compré y mantengo lo mismo, me gusta mucho como encaja. Mido 1.90 con cuerpo atlético, la L queda ajustada y va bien con camiseta debajo, con jersey iría muy justa. Materiales muy buenos, es espectacular por el precio. Es espectacular. Gran trabajo.
94;NEG;He devuelto una chaqueta por la talla y llevo esperando el reembolso un mes… con otros vendedores nunca había tenido problemas con esto. Seguiré luchando por mis 45 euros. La chaqueta era muy chula… la reseña es solo al vendedor.
95;POS;Es complicado comprar ropa por internet, hasta ahora no siempre queda como te imaginas en la foto... pero esta ha sido una grata compra y un resultado perfecto, contentísimo con la chaqueta!!
96;NEG;El tacto de la chaqueta es bueno, pero yo pedí la versión wue no era de polipiel y me llegó esa. Suelo usar la talla M y pidiendo la L me estaba un poco justa. La he devuelto por este motivo y por llegarme en el acabado que no quería.
97;POS;Decir que me ha parecido muy muy fina, no esperes que sirva para un día fresquito, más bien para un día de verano que se levanta algo de viento, o el llamado entre-tiempo. La cladad me parece buena y el precio muy bueno.
98;POS;La he comprado para regalar y puesta todavía no se como le queda, pero lo que he visto, es que tiene muy buena pinta y tiene un acabado perfecto, es ligera y al tacto parece de cuero. Tener en cuenta mucho la talla, si estás delgado puedes pedir tu talla de siempre, pero si estás normal, sin estar gordo ni nada pedir una talla más. Yo he solicitado la devolución por eso mismo, pero el producto es perfecto, yo lo recomiendo.
99;NEU;Bueno pues teniendo en cuenta que mido 1'80 cm y peso 82 kilos me recomendaron la talla L que es la que habitualmente utilizo ,
100;POS;Pues me queda muy ajustado tanto así que casi no puedo subir los brazos,mi recomendación es que si eres un poco ancho de espalda te pilles la XL , ahora con respecto a estilo me encanta y queda realmente muy chula puesta muy bien para los que la diseñaron!!
101;POS;Respecto a tallaje comentar que mido 1,73 y peso 73kg, he pedido la talla L y me gusta bastante como queda, eso si hay que tener en cuenta que es un corte Slim, por lo que queda justita, pero es lo que buscaba.
102;POS;La calidad me parece muy adecuada al precio que tiene, el acabado y el material estan muy bien.
103;NEU;No la veo para el Invierno duro, diria que es para el entretiempo, aunque por otras que he tenido anteriormente esa es un poco la idea de estas chaquetas.
104;POS;Bolsillo interior ideal para movil.
105;NEU;Talla pequeño
106;POS;Queda entallada que es como particualarmente me gustan a mi, en realidad sienta muy bien. Quizás el único pero que las mangas no disponen de cremalleras para liberar la muñeca a la hora de quitartela aún con todo para mi es genial.
107;POS;Perfecta!!
108;POS;Todo perfecto es mi talla.
109;NEU;La talla perfecta excepto las mangas, me quedaron largas y no hay manera de ajustarlas para que no bajen mucho más de la muñeca. De resto, chaqueta muy bonita.
110;POS;Buy buen diseño, calidad y precio. La imitación es muy buena y es cómoda. Queda muy bien
111;POS;Vista en otras marcas en persona. Ésta chaqueta tiene mejor tacto y más flexible. La talla es la que suele usar y le queda muy bien, aún tiene margen para un jersey fino.
112;NEG;Dos puestas y se ha descosido un bolsillo,no la recomiendo. Es para un chico de 186 cm de constitución más bien delgado con un peso de 75kg aproximadamente.
113;NEG;Siempre en prácticamente el 99 por ciento de las veces cuando pido la xs me queda bien, porque mido 1.50 y soy de complexión delgada, pero esta vez me quedaba pequeña, ya que al abrochar no podía, al ir a hacer la devolución no pensaba que fuese haber tanto inconvenientes y trabas, me enviaron la etiqueta de devolución, la imprimí, la llevé y dio error, no pude devolver el producto porque no admitía en celeritas, eso es lo de menos, fui a correos y lo devolví todo esto a día 23, hoy es 1 de marzo y no obtengo noticias ni reembolso. Tenía pensado comprar la S ya que la chaqueta está bastante bien, pero se me han quitado las ganas.
114;NEG;Hoy mismo me ha llegado esta cazadora de peace y un desastre costuras mal cosidas. Nada más me ha llegado he iniciado la devolución.
115;NEG;El tallaje es pequeño. Tuve que devolverlo porque le quedaba pequeño a mi mujer aún siendo su talla xl
116;NEG;Horrible. Pésima calidad. En 2 dias rota
117;NEG;Talla pequeña.
118;NEG;Lo devolvi porque tallaba muy pequeño
119;NEG;Era bonita pero la talla era rara, me sobraba hombro y me faltaba cadera.
120;NEG;No coincide la talla es muy pequeña ni siquiera me la puedo abrochar la voy a devolver si os gusta la chaqueta pedir una talla más de vuestra talla habitual
121;NEG;Calidad mediocre. La talla M no es muy completa. A la que lo lavas unas cuántas veces empieza a descoserse. Me ha durado no más de dos años.
122;NEU;Calidad precio bien, pero el tallaje es muy pequeño. Yo uso la talla L y pedí la XL pero aún así me queda estrecho de cadera. Por lo demás no pesa nada y abriga.
123;NEG;Estreno en día de viento y lluvioso, me quito las gafas, las guardo en el bolsillo interior y…. Desaparecen. El bolsillo interior es abierto por abajo. Finalidad del bolsillo? A saber…. Pero 2009 euros para comprar gafas nuevas
124;NEG;Tiene un corte raro que no me va cómodo. Muy estrechos de espalda/ hombros. El material es agradable, ligero y suave
125;NEU;La chaqueta muy bien pero la talla es pequeñisima!
126;NEG;Demasiado pequeña y no me da la opción de devolverla que me pasó el plazo aunque ya la dolicitara cuando la huelga de transporte
127;NEG;me cogí una talla 42 ya que al leer los comentarios decían que tallaba grande y para nada, más bien pequeña, o al menos la cazadora que me llegó a mi. No la veo una cazadora para el invierno, más bien para entretiempo la usaré yo, para invierno con jerseis gordos no me cierra la cremallera, así que la dejaré para entretiempo y llevar menos ropa por debajo.
128;NEU;Cuidado con las tallas,es tallaje chino.
129;NEG;La tela es horrible
130;NEG;El color granate del cuerpo de la chamarra destiñe a la manga con, el roce
131;NEG;Fué un regalo, pero no buena la calidad.
132;NEG;Al usarlo 2 días se descosió el botón de arriba. Deja bastante que desear la calidad del producto
133;POS;Muy buena la calidad y detalles para mi gusto debería haber modelos con sierres o cremalleras y opciones de largo de mangas un porque todo los cueros no tenemos el mismo largo de brazos. Como ser mi hijo es alto pero su talla de hombros con si largo de brazos le quedan cortas de mangas y los talles más grandes le quedan excesivamente grande de hombro para que le llegue bien el pucho a la mano. Pero pasa en todas. A excepción de algunas de marcas muy conocidas y que por ahí hacen algunos modelos con distintos largos de mangas.
134;POS;Los bolsillos son algo pequeños (no cabe el móvil) y no se pueden cerrar. Es muy bonita y cómoda. Recomiendo su compra. Buena calidad-precio.
135;POS;La chaqueta es lo que pone, buena calidad y las tallas se corresponden con la realidad.
136;POS;La chaqueta tiene un terminado diferente al producto que se muestra, aún así está muy buena.
137;POS;Estoy muy contento
138;POS;A mi hija le encanta, es muy bonita y de buenos materiales. El color queda muy original
139;POS;Tenía un poco de miedo sobre el tallaje, pero he de decir que la talla corresponde a la que usa mi marido normalmente. La tela es de buena calidad y abriga bastante. El material de las mangas es diferente al del cuerpo lo que la hace mucho más bonita. Es un regalo que le hemos hecho a mi marido aunque probablemente se la quite alguna que otra vez.
140;POS;MUY CHULA. MUY CALENTINA
141;POS;Para el una bisbolera de los 80 me a encantado
142;POS;Buscaba una cazadora tipo universitaria, y he encontrado esta que es super original. Tiene tanto la letra como los huesos que van dibujados en los brazos, resaltados con borreguito. Las mangas son símil piel y el resto de la chaqueta es como de felpa. Ideal para el otoño e incluso para los primeros días de invierno. Mi hijo tiene 14 años, mide 180 cms y pesa 57 quilos y le he comprado una talla XXL y aunque le queda un poco holgada de hombros, de brazos le queda perfecta. Yo, por lo menos elegiría una talla más a la habitual, aunque yo he elegido dos tallas más para que le dure un tiempecito. Muy contenta con la compra.
143;POS;Queda ancha el material es super bueno
144;POS;El diseño es una pasada. Me ha sorprendido la calidad de los materiales de la chaqueta, hacen que abrigue bastante, que al fin y al cabo es lo que buscas en este tipo de prendas. La talla coincide con la descripción, lo que es muy útil si lo qie quieres es hacer un regalo a alguien.
145;POS;Hola buenas mido 1,84 y peso 93kg y he cogido una L, talla un poquito grande y os aconsejo pedir una menos de la que utilicéis. Por todo lo demás, muy buena calidad. Abriga y queda muy bien con unos vaqueros, la aconsejo mucho.
146;POS;Chaqueta con un diseño agradable y juvenil. Confeccionado siguiendo un vistoso patrón patchwork, considero que la combinación de colores de blanco y púrpura escogidos por el fabricante ha sido todo un acierto.
147;POS;Me gusta batante el estilo qe tiene, me la pongo muy a menudo.
148;POS;Me ha encantado la chaqueta con las mangas de polipiel y al cuerpo de otra tela suave. Es muy bonita al tacto y a la vista el diseño con los parches de huesos tan bonitos y muy bien cosidos.
149;NEG;Hola.la s muy grande y luego ne mandaron la xs con manchas
150;NEG;La compré guiándome por las tallas pero al final el ancho de manga quedó muy justo, creo que otra talla me quedaría bien pero de lo demás quedaría grande
151;NEU;Esta bien, aunque algo grande de talla,posiblemente debería haber cogido la inferior.
152;NEG;Necesitaba la blazer para la boda. Ha llegado a tiempo. Por desgracia tiene mini manchitas de color gris-negro. No sé que son pero me preocupa que la gente devuelva cosas previamente manchadas por ellos como si nada y que Amazon no les controla antes de venderlas. Todo esto luego acaba ya sabemos donde :(
153;POS;Bueno, la blazer en sí es muy bonita, llega arrugada pero el estilo es chulo. La talla aunque parezca algo grande corresponde. Es recta y larga, yo mido 173 cm y me cubre la mitad del glúteo. No tiene botones.
154;POS;Queda ancho, pero elegante.
155;POS;El tejido me ha parecido de muy buena calidad, con unos bolsillos que vienen precosidos que son sencillos de abrir por si queremos darle utilidad.
156;POS;Me ha gustado que debido a los desahogado que queda, puede ponerse con jersey debajo sin que eso presuponga un problema o queden las mangas apretadas (aunque si el jersey es muy grueso sí que ocurriría esto).
157;POS;Se trata de una chaqueta en color morado o bugambilla, con una caida ancha pero que queda chulísima y que permite poder usarla tanto con camisetas finas como jerseys de corte más invernal.
158;POS;Personalmente es de las chaquetas que te tenido que más me gustan, incluso, por encima de otras opciones de marcas más conocidas.
159;POS;Queda muy bonita con un vestido y es de calidad lo recomiendo
160;POS;Tela súper ligera, transparente, se ve bonita, pero no era mi talla… tuve que devolver
161;POS;muy bueno y en tiempo
162;POS;Queda como en la foto y el color igual, precioso, me ha encantado!
163;POS;Es un producto como complemento a un vestido para una graduación y ha funcionado a la perfección. El producto llegó correctamente, su calidad corresponde con lo ofertado y es muy versátil
164;NEG;Desilusionada La talla XS corresponde a una 12/14 de niños
165;NEG;Es la segunda Helly Hansen que compro en Amazon y la calidad del tejido no tiene ni punto de comparación con las otras de esta marca que compré en tiendas oficiales de la marca. Parece que están fabricadas ex profeso para la venta Online.
166;NEG;Es la segunda vez que compro el producto y no coincide con la imagen de la foto. Te envían el color que menos venden por lo que se ve.... una decepción
167;NEG;La chaqueta es espectacular, pero no es la que quería. Esperaba una chaqueta con forro de malla y me llegó con forro polar. Mismo color y talla. Solo me han dado la opción de devolverla. No ha habido forma de cambiarla. Ni recurriendo a Amazon ni con el vendedor.
168;NEU;No está mal y es de muy buena calidad, solo que hay que saber que es un chaqueta de pesca, así que está diseñada para repeler el agua, por lo tanto a lo mejor mirarla antes un una tienda física para saber si te gusta o no y luego comprarla por acá
169;NEU;Fue un regalo y equivocarme de talla me costó 15 € más. Después la encontré por 40€ menos siendo la misma prenda, pero ya había pagado así que la regalé
170;POS;Buen precio, buena marca, forrada por dentro de forro polar gris claro, ideal para excursiones o caminar, muy ligera , talla M de mujer si tienes 95- 100 de pecho es ideal
171;POS;Es calentita . No para un frio extremo pero está bien para invierno- primavera . Al menos donde vivo yo , galicia .
172;POS;Es lo que buscaba
173;POS;Ligera y cómoda. Buen producto. No vino exactamente el de la foto, traía algún logotipo más. Pero en general quedó contenta con la compra.
174;POS;Lo q se anuncia,calidad q se paga.
175;POS;Buena calidad, muy bonita y cómoda, talla un poco pequeña pero por el resto genial
176;POS;Queda super bien. Se ve buena y original. Sienta fenomenal, ya que, al ser tallaje de mujer no es recta del todo, sino que, se ciñe un poco en la cintura.
177;POS;Lo tuve que devolver por talla. Pero es precioso
178;POS;No me ha defraudado. Perfecta de talla siguiendo la guía que aparece. Cómoda, abriga, no pesa. Maravillosa.
179;POS;Comida y de calidad como el resto de prendas que tengo de esta marca
180;POS;Me ha gustado que es muy ponible , tanto con ropa sport total como con unos vaqueros y zapatillas. La cazadora es totalmente impermeable y la relacion calidad precio esta genial, dado que yo la compre con descuento
181;POS;Se ajusta a la talla y queda chula puesta
182;POS;Es impermeable, sienta muy bien. Pide una talla menos. Es forrada por dentro. No tiene gorro
183;POS;Es bueno y bonito
184;POS;Muy bueno, pesa poco y aísla del frio, prenda muy técnica.
185;POS;Sienta de maravilla y cumple con las especificaciones.
186;POS;Es super bonita comoda y elegante
187;NEU;La chaqueta es preciosa, calidad máxima y coincide el tallaje . Otro cantar si hablo de Ups , el servicio de mensajería, deja mucho que desear. Dos días encerrada en casa esperando el producto para acabar teniendo que ir yo a recogerlo, debido a que el repartidor tenia muy pocas ganas de trabajar.Menuda desfachatez y desgana tienen algunos........... Impresentable y menuda inventiva , sin más comentarios. (Casi 6 Euros de porte, para hacer yo su trabajo)
188;POS;Es perfecta me encanta , muy bonita y calidad muy buena , merece la pena
189;POS;Queda como un guante, pesa poco y abriga bastante para ser Midlayer. Muy contenta con la compra.
